file_name,0_frequency_bin,0_max_magnitude,0_min_magnitude,0_avg_magnitude,0_sd_magnitude,0_avg_difference,0_sd_difference,1_frequency_bin,1_max_magnitude,1_min_magnitude,1_avg_magnitude,1_sd_magnitude,1_avg_difference,1_sd_difference,2_frequency_bin,2_max_magnitude,2_min_magnitude,2_avg_magnitude,2_sd_magnitude,2_avg_difference,2_sd_difference,3_frequency_bin,3_max_magnitude,3_min_magnitude,3_avg_magnitude,3_sd_magnitude,3_avg_difference,3_sd_difference,4_frequency_bin,4_max_magnitude,4_min_magnitude,4_avg_magnitude,4_sd_magnitude,4_avg_difference,4_sd_difference,5_frequency_bin,5_max_magnitude,5_min_magnitude,5_avg_magnitude,5_sd_magnitude,5_avg_difference,5_sd_difference,6_frequency_bin,6_max_magnitude,6_min_magnitude,6_avg_magnitude,6_sd_magnitude,6_avg_difference,6_sd_difference,7_frequency_bin,7_max_magnitude,7_min_magnitude,7_avg_magnitude,7_sd_magnitude,7_avg_difference,7_sd_difference,8_frequency_bin,8_max_magnitude,8_min_magnitude,8_avg_magnitude,8_sd_magnitude,8_avg_difference,8_sd_difference,9_frequency_bin,9_max_magnitude,9_min_magnitude,9_avg_magnitude,9_sd_magnitude,9_avg_difference,9_sd_difference,target_frequency
a#3.mp3,33.0,6.3925957679748535,0.18781325221061707,2.460965394973755,2.3455212116241455,-0.18819496035575867,0.42500969767570496,32.0,6.462822437286377,0.12578964233398438,2.407330274581909,2.2719404697418213,-0.19048434495925903,0.4006938338279724,22.0,5.59574556350708,0.19901593029499054,1.906043291091919,1.9229158163070679,-0.1523996740579605,0.44385913014411926,21.0,4.315759658813477,0.11621001362800598,1.6345791816711426,1.5910515785217285,-0.1483495831489563,0.2811548709869385,11.0,4.204049110412598,0.0679120123386383,1.3236693143844604,1.419052004814148,-0.165445476770401,0.24870862066745758,76.0,3.157212972640991,0.05730346217751503,1.1340829133987427,1.1479989290237427,-0.11690830439329147,0.1511814445257187,109.0,3.5222418308258057,0.07950722426176071,1.0419998168945312,1.1505961418151855,-0.13269726932048798,0.18770822882652283,10.0,2.5256786346435547,0.0703500360250473,0.8427954912185669,0.8336851000785828,-0.08670606464147568,0.29992300271987915,43.0,2.5958335399627686,0.052480217069387436,0.8213210701942444,0.8691402673721313,-0.0987621396780014,0.14538012444972992,120.0,2.031956434249878,0.06644798815250397,0.8162724375724792,0.7568569779396057,-0.07502727210521698,0.10663017630577087,233.08188075904496
a#4.mp3,43.0,5.63346529006958,0.18661776185035706,3.260082244873047,1.8400572538375854,-0.15419349074363708,0.469232439994812,44.0,5.233785629272461,0.21297474205493927,2.988957643508911,1.6744365692138672,-0.18481627106666565,0.5017529726028442,22.0,7.433386325836182,0.26534029841423035,2.5631062984466553,2.4908533096313477,-0.2728293538093567,0.36244654655456543,21.0,5.704570770263672,0.24696502089500427,1.9593122005462646,1.8610162734985352,-0.1876029521226883,0.35583728551864624,65.0,3.108323812484741,0.16199219226837158,1.7046449184417725,1.162580132484436,-0.10346861183643341,0.16039367020130157,66.0,1.9117454290390015,0.13414299488067627,1.044501543045044,0.6847568154335022,-0.061702366918325424,0.09784171730279922,23.0,2.9328994750976562,0.12988564372062683,0.826862633228302,0.8228009343147278,-0.08416883647441864,0.29743143916130066,42.0,1.5692949295043945,0.07718808203935623,0.816498875617981,0.4934832751750946,-0.026043007150292397,0.31743505597114563,87.0,1.4728083610534668,0.005731028039008379,0.724826455116272,0.5278075933456421,-0.03739286586642265,0.12322911620140076,64.0,1.370069146156311,0.06708678603172302,0.713111162185669,0.4950294494628906,-0.04699963703751564,0.08500200510025024,466.1637615180899
a3.mp3,31.0,6.539750099182129,0.04087885096669197,2.4592182636260986,2.5614771842956543,-0.222208634018898,0.4816260039806366,20.0,5.253320217132568,0.1981511116027832,2.1661057472229004,1.9157029390335083,-0.18276892602443695,0.33102864027023315,30.0,5.159240245819092,0.0437416173517704,1.949245810508728,1.9936431646347046,-0.1773807257413864,0.36812418699264526,21.0,5.326263427734375,0.2484036386013031,1.9487711191177368,1.782326579093933,-0.13515327870845795,0.507463276386261,10.0,4.010350704193115,0.057929642498493195,1.4527655839920044,1.52181077003479,-0.17583627998828888,0.26087939739227295,103.0,3.4829723834991455,0.21701449155807495,1.3954479694366455,1.232574701309204,-0.13652564585208893,0.19388435781002045,72.0,3.2330048084259033,0.05992500111460686,1.376845359802246,1.265919804573059,-0.12026584893465042,0.21718880534172058,102.0,2.878858804702759,0.21291695535182953,1.210109829902649,1.013767123222351,-0.11561179161071777,0.17550769448280334,71.0,2.578047513961792,0.09614899009466171,1.142238974571228,0.9889430999755859,-0.0897168442606926,0.18320432305335999,11.0,3.186521291732788,0.036608900874853134,1.0979316234588623,1.1365925073623657,-0.14020530879497528,0.20475465059280396,220.0
a4.mp3,41.0,14.579526901245117,0.14496812224388123,5.615921497344971,3.8538670539855957,-0.6014399528503418,0.6668863296508789,40.0,7.2517313957214355,0.07331075519323349,3.062293291091919,1.9844603538513184,-0.2991008758544922,0.3765348494052887,42.0,9.934985160827637,0.26640963554382324,2.722609281539917,2.2268738746643066,-0.40285730361938477,0.7810959815979004,21.0,5.312777996063232,0.1133837103843689,1.6313118934631348,1.7275751829147339,-0.17630533874034882,0.35094502568244934,20.0,5.831760406494141,0.03722865507006645,1.5309311151504517,1.7553973197937012,-0.1906464844942093,0.4637092351913452,82.0,2.1091079711914062,0.012669515796005726,1.1461290121078491,0.7617993354797363,-0.05895208939909935,0.15891997516155243,144.0,2.227313995361328,0.17851948738098145,1.0869098901748657,0.7373259663581848,-0.0835249200463295,0.0739658772945404,145.0,1.651999831199646,0.12675926089286804,0.7227317690849304,0.5204651951789856,-0.05532368645071983,0.08511830121278763,103.0,1.387020230293274,0.03580698370933533,0.7206869721412659,0.5361484885215759,-0.04623178765177727,0.0830780416727066,83.0,1.210902452468872,0.013402624987065792,0.6702983975410461,0.4454626739025116,-0.04532664641737938,0.11461029201745987,440.0
b3.mp3,23.0,7.76609468460083,0.1131998747587204,3.390984535217285,2.612898826599121,-0.2948042154312134,0.22238948941230774,46.0,4.968061923980713,0.2941057085990906,2.8066928386688232,1.6275767087936401,-0.18695823848247528,0.41857773065567017,22.0,4.210598468780518,0.07635470479726791,1.74955153465271,1.2845206260681152,-0.12838296592235565,0.2722577750682831,24.0,4.54056978225708,0.1007867157459259,1.6846692562103271,1.37047278881073,-0.16084246337413788,0.22128871083259583,45.0,2.6250860691070557,0.24233880639076233,1.4861924648284912,0.7897576689720154,-0.05375285446643829,0.29736825823783875,47.0,3.420103073120117,0.11614835262298584,1.399505853652954,0.9522187113761902,-0.1277593970298767,0.4606163203716278,69.0,3.021678924560547,0.01135643757879734,1.3845672607421875,1.0912420749664307,-0.11283794045448303,0.11419307440519333,162.0,1.8462368249893188,0.034900590777397156,0.7372305393218994,0.6595497727394104,-0.06369411200284958,0.0846664309501648,68.0,1.5845179557800293,0.012345806695520878,0.7319929599761963,0.5556357502937317,-0.06288688629865646,0.06312118470668793,70.0,1.5952764749526978,0.009500295855104923,0.6783144474029541,0.5509794354438782,-0.057076260447502136,0.08200063556432724,246.94165062806206
b4.mp3,23.0,7.847146987915039,0.10739102214574814,3.396763324737549,2.6181020736694336,-0.2938699722290039,0.2379109263420105,46.0,4.931146144866943,0.29973745346069336,2.8081350326538086,1.6279984712600708,-0.18525634706020355,0.41413068771362305,22.0,4.264780044555664,0.06945446133613586,1.7537325620651245,1.2897995710372925,-0.1277576982975006,0.2802238166332245,24.0,4.613792419433594,0.10467202216386795,1.6883938312530518,1.3746458292007446,-0.16003713011741638,0.2469824254512787,45.0,2.6093146800994873,0.24628062546253204,1.4857933521270752,0.7881238460540771,-0.05192951112985611,0.29702699184417725,47.0,3.4000635147094727,0.11567568778991699,1.4005637168884277,0.9514658451080322,-0.12696652114391327,0.45659545063972473,69.0,3.027876615524292,0.0023395223543047905,1.3855515718460083,1.0933573246002197,-0.11339973658323288,0.11723007261753082,162.0,1.837677001953125,0.03508618101477623,0.7390425205230713,0.6596199870109558,-0.06324958801269531,0.0865759626030922,68.0,1.5860576629638672,0.003405750496312976,0.7319200038909912,0.5572648644447327,-0.06330607086420059,0.06798426061868668,70.0,1.594193935394287,0.0059709977358579636,0.6792417764663696,0.5524154305458069,-0.05740831792354584,0.08363835513591766,493.8833012561241
c#3.mp3,26.0,9.717537879943848,0.45539477467536926,4.351623058319092,2.8107028007507324,-0.2997567653656006,0.6033308506011963,39.0,7.191348075866699,0.5505781173706055,3.580012083053589,2.140204668045044,-0.2644294500350952,0.3216930627822876,25.0,7.516313552856445,0.3752862513065338,3.2662909030914307,2.1597540378570557,-0.23619970679283142,0.49188750982284546,38.0,5.495780944824219,0.4831361770629883,2.769686460494995,1.600462555885315,-0.200505793094635,0.2118046134710312,27.0,4.161853313446045,0.13582319021224976,1.4956766366958618,1.0507450103759766,-0.15360164642333984,0.3538738489151001,90.0,1.9897607564926147,0.13586881756782532,1.1927770376205444,0.673969566822052,-0.05179210007190704,0.12112928181886673,52.0,2.327824592590332,0.26695916056632996,1.1320093870162964,0.6180716156959534,-0.08243461698293686,0.12547646462917328,40.0,2.407195806503296,0.13538873195648193,1.1185845136642456,0.6891719698905945,-0.0821925699710846,0.18008632957935333,91.0,1.8782432079315186,0.13282132148742676,1.10417640209198,0.661252498626709,-0.05340127646923065,0.11575950682163239,51.0,2.3978617191314697,0.224998340010643,1.0245614051818848,0.6200065016746521,-0.0869145393371582,0.16288629174232483,138.59131548843604
c#4.mp3,52.0,6.389254093170166,1.0810006856918335,3.588474750518799,2.2814266681671143,-0.20636551082134247,0.35474151372909546,51.0,5.887789726257324,0.788446843624115,3.1654748916625977,2.1273348331451416,-0.20329724252223969,0.40018001198768616,26.0,6.594980239868164,0.3225768506526947,2.9724762439727783,2.2257943153381348,-0.1522340178489685,0.5511819124221802,25.0,4.733532428741455,0.20355308055877686,2.0789363384246826,1.5774805545806885,-0.1383143663406372,0.7664475440979004,27.0,2.5904862880706787,0.048746805638074875,1.092719554901123,0.8236798644065857,-0.04869529977440834,0.24894212186336517,103.0,3.7052342891693115,0.08478214591741562,0.9212188720703125,0.8634800910949707,-0.15085215866565704,0.23716087639331818,53.0,1.6615943908691406,0.2512289583683014,0.9157079458236694,0.5390254259109497,-0.03602165728807449,0.22361551225185394,104.0,3.1986374855041504,0.1086130440235138,0.8486039638519287,0.7988424301147461,-0.1287510246038437,0.1761079728603363,77.0,1.6170964241027832,0.0934954285621643,0.8475803136825562,0.5239139199256897,-0.021176151931285858,0.128792405128479,182.0,2.1908071041107178,0.09276773780584335,0.770226240158081,0.6719650626182556,-0.08741831034421921,0.06812459975481033,277.1826309768721
c3.mp3,37.0,12.57438850402832,0.6611078381538391,7.967970848083496,4.033558368682861,-0.4457899034023285,0.50472491979599,36.0,12.077157974243164,0.6280120611190796,7.637704849243164,3.946749210357666,-0.45796582102775574,0.43862593173980713,12.0,5.996294021606445,0.2777574360370636,3.3436176776885986,1.6575838327407837,-0.22874145209789276,0.3445344567298889,13.0,4.114136695861816,0.25094321370124817,2.1924736499786377,1.081418752670288,-0.15452773869037628,0.4201391041278839,24.0,4.149566650390625,0.14371436834335327,1.9479100704193115,1.3885916471481323,-0.16023409366607666,0.1516096442937851,38.0,2.8874776363372803,0.3566856384277344,1.7882287502288818,0.8613929748535156,-0.09505530446767807,0.25164762139320374,25.0,3.4098432064056396,0.11915229260921478,1.5140901803970337,1.1069462299346924,-0.12518715858459473,0.1777278035879135,35.0,3.1335995197296143,0.14935296773910522,1.4737273454666138,0.7950402498245239,-0.11156408488750458,0.3011665344238281,11.0,2.437953233718872,0.19317181408405304,1.2917271852493286,0.6759458780288696,-0.08979126065969467,0.22714436054229736,85.0,2.4886350631713867,0.13247907161712646,1.2331631183624268,0.7769549489021301,-0.09424624592065811,0.07483835518360138,130.8127826502993
c4.mp3,49.0,5.37851095199585,0.4359877407550812,3.3994216918945312,1.6086889505386353,-0.17613644897937775,0.4240587651729584,24.0,7.27783727645874,0.2626935839653015,2.978095531463623,2.3339645862579346,-0.2551546096801758,0.30524009466171265,48.0,4.231928825378418,0.39170047640800476,2.5555267333984375,1.2135945558547974,-0.08010054379701614,0.35761353373527527,25.0,6.447337627410889,0.09448342770338058,2.493401527404785,2.0494637489318848,-0.23794472217559814,0.276496022939682,73.0,3.1271631717681885,0.10041661560535431,1.7576218843460083,1.0548162460327148,-0.11028997600078583,0.11035443842411041,50.0,2.3671746253967285,0.24852582812309265,1.1024127006530762,0.5872617363929749,-0.08258720487356186,0.34484368562698364,74.0,1.8606146574020386,0.09486865997314453,1.0107718706130981,0.5968049764633179,-0.06529834121465683,0.0692136213183403,23.0,2.184779644012451,0.12102708965539932,0.8330156803131104,0.6079582571983337,-0.05035606399178505,0.20092757046222687,72.0,1.4103915691375732,0.0619315579533577,0.7821338176727295,0.47412222623825073,-0.053938400000333786,0.062241170555353165,98.0,1.467647671699524,0.10371235013008118,0.684082567691803,0.3979542851448059,-0.036268096417188644,0.10844224691390991,261.6255653005986
